word,hiragana,romaji,pos,category,domain,source
警察,けいさつ,keisatsu,普通名詞,組織・団体;場所-施設,政治,juman
経線,けいせん,keisen,普通名詞,場所-その他,,juman
罫紙,けいし,keishi,普通名詞,人工物-その他,,juman
軽少,けいしょう,keisho,ナ形容詞,,,juman
軽食,けいしょく,keishoku,普通名詞,人工物-食べ物,料理・食事,juman
慶祝,けいしゅく,keishuku,サ変名詞,抽象物,家庭・暮らし,juman
勁草,けいそう,keiso,普通名詞,人;植物,,juman
軽率,けいそつ,keisotsu,ナ形容詞,,,juman
携帯,けいたい,keitai,サ変名詞,人工物-その他;抽象物,家庭・暮らし,juman
警笛,けいてき,keiteki,普通名詞,人工物-その他,交通,juman
鶏頭,けいとう,keito,普通名詞,植物,,juman
形容動詞,けいようどうし,keiyodoshi,普通名詞,抽象物,教育・学習,juman
形容詞,けいようし,keiyoshi,普通名詞,抽象物,教育・学習,juman
軽油,けいゆ,keiyu,普通名詞,自然物,交通;科学・技術,juman
継続,けいぞく,keizoku,サ変名詞,抽象物,,manual
系図,けいず,keizu,普通名詞,人工物-その他,,juman
結果,けっか,kekka,普通名詞,抽象物,,manual
欠航,けっこう,kekko,サ変名詞,抽象物,交通,juman
結婚,けっこん,kekkon,サ変名詞,抽象物,家庭・暮らし,juman
蹴鞠,けまり,kemari,普通名詞,人工物-その他,,juman
獣,けもの,kemono,普通名詞,動物,,juman
獣偏,けものへん,kemonohen,普通名詞,抽象物,教育・学習,juman
煙い,けむい,kemui,イ形容詞,,,juman
毛むくじゃら,けむくじゃら,kemukujara,ナ形容詞,,,juman
煙,けむり,kemuri,普通名詞,自然物,,juman
毛虫,けむし,kemushi,普通名詞,動物,,juman
煙たい,けむたい,kemutai,イ形容詞,,,juman
剣,けん,ken,普通名詞,人工物-その他,,manual
健気,けなげ,kenage,ナ形容詞,,,juman
険悪,けんあく,kenaku,ナ形容詞,,,juman
毛並み,けなみ,kenami,普通名詞,抽象物,,juman
けなす,けなす,kenasu,動詞,,,juman
券売機,けんばいき,kenbaiki,普通名詞,人工物-その他,交通,juman
鍵盤,けんばん,kenban,普通名詞,人工物-その他,文化・芸術,juman
賢母,けんぼ,kenbo,普通名詞,人,家庭・暮らし,juman
見物人,けんぶつにん,kenbutsunin,普通名詞,人,,juman
県鳥,けんちょう,kencho,普通名詞,動物,政治,juman
剣玉,けんだま,kendama,普通名詞,人工物-その他,レクリエーション,juman
県道,けんどう,kendo,普通名詞,場所-施設,交通,juman
見学,けんがく,kengaku,サ変名詞,抽象物,教育・学習,juman
県議,けんぎ,kengi,普通名詞,人,政治,juman
剣豪,けんごう,kengo,普通名詞,人,スポーツ,juman
牽牛,けんぎゅう,kengyu,普通名詞,自然物,,juman
検印,けんいん,kenin,普通名詞,人工物-その他,,juman
賢者,けんじゃ,kenja,普通名詞,人,,juman
検事,けんじ,kenji,普通名詞,人,政治,juman
賢人,けんじん,kenjin,普通名詞,人,,juman
堅実,けんじつ,kenjitsu,ナ形容詞,,,juman
謙譲語,けんじょうご,kenjogo,普通名詞,抽象物,教育・学習,juman
県花,けんか,kenka,普通名詞,植物,政治,juman
県警,けんけい,kenkei,普通名詞,組織・団体,政治,juman
献金,けんきん,kenkin,サ変名詞,人工物-金銭;抽象物,政治,juman
健康,けんこう,kenko,ナ形容詞,,健康・医学,juman
健脚,けんきゃく,kenkyaku,ナ形容詞,,,juman
県境,けんきょう,kenkyo,普通名詞,場所-その他,政治,juman
懸命,けんめい,kenmei,ナ形容詞,,,juman
県民,けんみん,kenmin,普通名詞,人,政治,juman
健筆,けんぴつ,kenpitsu,普通名詞,抽象物,文化・芸術,juman
健保,けんぽ,kenpo,普通名詞,抽象物,健康・医学;家庭・暮らし;政治,juman
絹布,けんぷ,kenpu,普通名詞,人工物-その他,,juman
県連,けんれん,kenren,普通名詞,組織・団体,政治,juman
県債,けんさい,kensai,普通名詞,人工物-金銭,政治,juman
剣先,けんさき,kensaki,普通名詞,人工物-その他,,juman
検索,けんさく,kensaku,サ変名詞,抽象物,家庭・暮らし,juman
検察,けんさつ,kensatsu,サ変名詞,組織・団体;抽象物,政治,juman
牽制,けんせい,kensei,サ変名詞,抽象物,スポーツ;政治,juman
巻積雲,けんせきうん,kensekiun,普通名詞,自然物,,juman
剣士,けんし,kenshi,普通名詞,人,スポーツ,juman
顕正,けんしょう,kensho,サ変名詞,抽象物,文化・芸術,juman
堅守,けんしゅ,kenshu,サ変名詞,抽象物,スポーツ,juman
巻層雲,けんそううん,kenson,普通名詞,自然物,,juman
懸垂,けんすい,kensui,サ変名詞,抽象物,スポーツ,juman
検定,けんてい,kentei,サ変名詞,抽象物,教育・学習,juman
拳闘,けんとう,kento,普通名詞,抽象物,スポーツ,juman
見当外れ,けんとうはずれ,kentohazure,普通名詞,抽象物,,juman
毛抜,けぬき,kenuki,普通名詞,人工物-その他,家庭・暮らし,juman
巻雲,けんうん,kenun,普通名詞,自然物,,juman
倹約,けんやく,kenyaku,サ変名詞,抽象物,家庭・暮らし,juman
兼用,けんよう,kenyo,サ変名詞,抽象物,家庭・暮らし,juman
建材,けんざい,kenzai,普通名詞,人工物-その他,,juman
県境,けんざかい,kenzakai,普通名詞,場所-その他,政治,juman
剣山,けんざん,kenzan,普通名詞,人工物-その他,文化・芸術,juman
健全,けんぜん,kenzen,ナ形容詞,,,juman
毛織り,けおり,keori,普通名詞,抽象物,家庭・暮らし,juman
毛織り物,けおりもの,keorimono,普通名詞,人工物-その他,家庭・暮らし,juman
潔白,けっぱく,keppaku,ナ形容詞,,,juman
潔癖,けっぺき,keppeki,ナ形容詞,,,juman
家来,けらい,kerai,普通名詞,人,,juman
けり,けり,keri,普通名詞,抽象物,,juman
けろりと,けろりと,kerorito,サ変名詞,抽象物,,juman
蹴る,ける,keru,動詞,,スポーツ,juman
袈裟,けさ,kesa,普通名詞,人工物-衣類,文化・芸術,juman
袈裟固め,けさがため,kesagatame,普通名詞,抽象物,スポーツ,juman
毛先,けさき,kesaki,普通名詞,動物-部位,,juman
芥子,けし,keshi,普通名詞,植物,料理・食事,juman
消印,けしいん,keshiin,普通名詞,人工物-その他,,juman
けしかける,けしかける,keshikakeru,動詞,,,juman
景色,けしき,keshiki,普通名詞,抽象物,,manual
芥子粒,けしつぶ,keshitsubu,普通名詞,人工物-その他,,juman
消し炭,けしずみ,keshizumi,普通名詞,人工物-その他,,juman
化粧,けしょう,kesho,サ変名詞,抽象物,家庭・暮らし,juman
傑作,けっさく,kessaku,普通名詞,抽象物,文化・芸術,juman
結社,けっしゃ,kessha,普通名詞,組織・団体,,juman
決心,けっしん,kesshin,サ変名詞,抽象物,,manual
決勝,けっしょう,kessho,普通名詞,抽象物,スポーツ,juman
消す,けす,kesu,動詞,,,juman
桁違い,けたちがい,ketachigai,ナ形容詞,,,juman
桁外れ,けたはずれ,ketahazure,ナ形容詞,,,juman
けたたましい,けたたましい,ketatamashii,イ形容詞,,,juman
結腸,けっちょう,ketcho,普通名詞,動物-部位,健康・医学,juman
欠員,けついん,ketsuin,普通名詞,抽象物,教育・学習;ビジネス,juman
欠場,けつじょう,ketsujo,サ変名詞,抽象物,スポーツ,juman
結末,けつまつ,ketsumatsu,普通名詞,抽象物,,manual
結論,けつろん,ketsuron,サ変名詞,抽象物,,manual
決定,けってい,kettei,サ変名詞,抽象物,,manual
険しい,けわしい,kewashii,イ形容詞,,,juman
欅,けやき,keyaki,普通名詞,植物,,juman
毛繕い,けづくろい,kezukuroi,サ変名詞,抽象物,,juman
削れる,けずれる,kezureru,動詞,,,juman
削る,けずる,kezuru,動詞,,,juman
気合い,きあい,kiai,普通名詞,抽象物,,juman
牙,きば,kiba,普通名詞,動物-部位,,juman
木箱,きばこ,kibako,普通名詞,人工物-その他,,juman
基盤,きばん,kiban,普通名詞,人工物-その他;抽象物,,juman
気晴らし,きばらし,kibarashi,サ変名詞,抽象物,,juman
奇抜,きばつ,kibatsu,ナ形容詞,,,juman
機微,きび,kibi,普通名詞,植物,,juman
忌引き,きびき,kibiki,普通名詞,抽象物,家庭・暮らし;教育・学習;ビジネス,juman
機敏,きびん,kibin,ナ形容詞,,,juman
厳しい,きびしい,kibishii,イ形容詞,,,juman
希望,きぼう,kibo,サ変名詞,抽象物,,manual
木彫り,きぼり,kibori,普通名詞,人工物-その他,文化・芸術,juman
気分,きぶん,kibun,普通名詞,抽象物,,manual
器物,きぶつ,kibutsu,普通名詞,人工物-その他,,juman
帰着,きちゃく,kichaku,サ変名詞,抽象物,交通,juman
基地,きち,kichi,普通名詞,場所-施設,政治,juman
吉日,きちじつ,kichijitsu,普通名詞,時間,,juman
機長,きちょう,kicho,普通名詞,人,交通,juman
機中,きちゅう,kichu,普通名詞,場所-その他,交通,juman
木太刀,きだち,kidachi,普通名詞,人工物-その他,レクリエーション;スポーツ,juman
季題,きだい,kidai,普通名詞,抽象物,文化・芸術,juman
気立て,きだて,kidate,普通名詞,抽象物,,juman
木戸,きど,kido,普通名詞,場所-施設,,juman
帰依,きえ,kie,サ変名詞,抽象物,文化・芸術,juman
気鋭,きえい,kiei,ナ形容詞,,,juman
消える,きえる,kieru,動詞,,,juman
棋譜,きふ,kifu,普通名詞,抽象物,レクリエーション;スポーツ,juman
貴婦人,きふじん,kifujin,普通名詞,人,,juman
気掛かり,きがかり,kigakari,ナ形容詞,,,juman
来掛け,きがけ,kigake,普通名詞,抽象物,,juman
器楽,きがく,kigaku,普通名詞,抽象物,文化・芸術,juman
気構え,きがまえ,kigamae,普通名詞,抽象物,,juman
祈願,きがん,kigan,サ変名詞,抽象物,文化・芸術;家庭・暮らし,juman
気兼ね,きがね,kigane,サ変名詞,抽象物,,juman
気軽,きがる,kigaru,ナ形容詞,,,juman
喜劇,きげき,kigeki,普通名詞,抽象物,文化・芸術,juman
期限,きげん,kigen,時相名詞,時間,,juman
木々,きぎ,kigi,普通名詞,植物,,juman
木切れ,きぎれ,kigire,普通名詞,植物-部位;人工物-その他,,juman
季語,きご,kigo,普通名詞,抽象物,文化・芸術,juman
着心地,きごこち,kigokochi,普通名詞,抽象物,家庭・暮らし,juman
器具,きぐ,kigu,普通名詞,人工物-その他,,juman
希薄,きはく,kihaku,ナ形容詞,,,juman
機帆船,きはんせん,kihansen,普通名詞,人工物-乗り物,交通,juman
木偏,きへん,kihen,普通名詞,抽象物,教育・学習,juman
貴賓,きひん,kihin,普通名詞,人,,juman
気泡,きほう,kiho,普通名詞,自然物,,juman
基本,きほん,kihon,普通名詞,抽象物,,manual
奇異,きい,kii,ナ形容詞,,,juman
棋院,きいん,kiin,普通名詞,組織・団体,レクリエーション;スポーツ,juman
黄色,きいろ,kiiro,普通名詞,色,,juman
生糸,きいと,kiito,普通名詞,人工物-その他,,juman
雉,きじ,kiji,普通名詞,動物,,juman
期日,きじつ,kijitsu,時相名詞,時間,,juman
机上,きじょう,kijo,普通名詞,場所-その他,,juman
喜寿,きじゅ,kiju,普通名詞,時間,家庭・暮らし,juman
起重機,きじゅうき,kijuki,普通名詞,人工物-その他,,juman
基準,きじゅん,kijun,普通名詞,抽象物,,manual
奇術,きじゅつ,kijutsu,普通名詞,抽象物,文化・芸術,juman
幾何,きか,kika,普通名詞,抽象物,教育・学習,juman
器械,きかい,kikai,普通名詞,人工物-その他,,juman
企画,きかく,kikaku,サ変名詞,抽象物,,manual
期間,きかん,kikan,時相名詞,時間,,juman
聞かん坊,きかんぼう,kikanbo,普通名詞,抽象物,家庭・暮らし,juman
聞かん気,きかんき,kikanki,ナ形容詞,,,juman
気管支,きかんし,kikanshi,普通名詞,動物-部位,健康・医学,juman
棄権,きけん,kiken,サ変名詞,抽象物,スポーツ;政治,juman
危機,きき,kiki,普通名詞,抽象物;時間,,juman
基金,ききん,kikin,普通名詞,人工物-金銭,,juman
貴金属,ききんぞく,kikinzoku,普通名詞,自然物,,juman
聞き覚え,ききおぼえ,kikioboe,普通名詞,抽象物,,juman
利き腕,ききうで,kikiude,普通名詞,動物-部位,,juman
聞き役,ききやく,kikiyaku,普通名詞,抽象物,,juman
菊花,きっか,kikka,普通名詞,植物-部位;形・模様,,juman
きっかけ,きっかけ,kikkake,普通名詞,抽象物,,juman
気孔,きこう,kiko,普通名詞,動物-部位,,juman
聞こえる,きこえる,kikoeru,動詞,,,juman
貴国,きこく,kikoku,普通名詞,場所-その他,政治,juman
気根,きこん,kikon,普通名詞,植物-部位,,juman
きこり,きこり,kikori,普通名詞,人,,juman
貴公子,きこうし,kikoshi,普通名詞,人,,juman
菊,きく,kiku,普通名詞,植物,,juman
気配り,きくばり,kikubari,普通名詞,抽象物,,juman
桔梗,ききょう,kikyo,普通名詞,植物,,juman
気球,ききゅう,kikyu,普通名詞,人工物-乗り物,交通,juman
気紛れ,きまぐれ,kimagure,ナ形容詞,,,juman
気侭,きまま,kimama,ナ形容詞,,,juman
決まり文句,きまりもんく,kimarimonku,普通名詞,抽象物,,juman
決まり手,きまりて,kimarite,普通名詞,抽象物,スポーツ,juman
決まる,きまる,kimaru,動詞,,,juman
期末,きまつ,kimatsu,時相名詞,時間,,juman
決め球,きめだま,kimedama,普通名詞,抽象物,スポーツ,juman
きめ細かい,きめこまかい,kimekomakai,イ形容詞,,,juman
決める,きめる,kimeru,動詞,,,juman
決め手,きめて,kimete,普通名詞,抽象物,,juman
決めてかかる,きめてかかる,kimetekakaru,動詞,,,juman
黄身,きみ,kimi,普通名詞,動物-部位;人工物-食べ物,料理・食事,juman
黄緑,きみどり,kimidori,普通名詞,色,,juman
気短,きみじか,kimijika,ナ形容詞,,,juman
肝,きも,kimo,普通名詞,動物-部位,,juman
気持ち,きもち,kimochi,普通名詞,抽象物,,juman
肝煎り,きもいり,kimoiri,普通名詞,抽象物,,juman
鬼門,きもん,kimon,普通名詞,人工物-食べ物,文化・芸術;家庭・暮らし,juman
着物,きもの,kimono,普通名詞,人工物-衣類,家庭・暮らし,juman
肝っ玉,きもったま,kimottama,普通名詞,抽象物,,juman
奇妙,きみょう,kimyo,ナ形容詞,,,juman
気長,きなが,kinaga,ナ形容詞,,,juman
着流し,きながし,kinagashi,普通名詞,抽象物;形・模様,,juman
黄な粉,きなこ,kinako,普通名詞,人工物-食べ物,料理・食事,juman
生成,きなり,kinari,ナ形容詞,,,juman
勤勉,きんべん,kinben,ナ形容詞,,,juman
近傍,きんぼう,kinbo,普通名詞,場所-機能,科学・技術,juman
金星,きんぼし,kinboshi,普通名詞,抽象物,スポーツ,juman
巾着,きんちゃく,kinchaku,普通名詞,人工物-その他,家庭・暮らし,juman
近著,きんちょ,kincho,普通名詞,人工物-その他,文化・芸術;メディア,juman
近代,きんだい,kindai,普通名詞,時間,,juman
金高,きんだか,kindaka,普通名詞,人工物-金銭,,juman
杵,きね,kine,普通名詞,人工物-その他,料理・食事,juman
祈念,きねん,kinen,サ変名詞,抽象物,文化・芸術,juman
記念日,きねんび,kinenbi,普通名詞,時間,家庭・暮らし,juman
謹賀新年,きんがしんねん,kingashinnen,普通名詞,抽象物,家庭・暮らし,juman
金銀,きんぎん,kingin,普通名詞,人工物-金銭,,juman
金魚,きんぎょ,kingyo,普通名詞,動物,,juman
金魚掬,きんぎょすくい,kingyosukui,普通名詞,抽象物,レクリエーション,juman
金一封,きんいっぷう,kinippu,普通名詞,人工物-金銭,,juman
金色,きんいろ,kiniro,普通名詞,色,,juman
均一,きんいつ,kinitsu,ナ形容詞,,,juman
禁じ手,きんじて,kinjite,普通名詞,抽象物,レクリエーション;スポーツ,juman
近日,きんじつ,kinjitsu,時相名詞,時間,,juman
近所,きんじょ,kinjo,普通名詞,場所-その他,家庭・暮らし,juman
金貨,きんか,kinka,普通名詞,人工物-金銭,,juman
金塊,きんかい,kinkai,普通名詞,人工物-その他,,juman
近海物,きんかいもの,kinkaimono,普通名詞,人工物-食べ物,料理・食事,juman
金柑,きんかん,kinkan,普通名詞,植物;人工物-食べ物,料理・食事,juman
近県,きんけん,kinken,普通名詞,組織・団体,,juman
金鉱,きんこう,kinko,普通名詞,場所-自然,,juman
筋骨,きんこつ,kinkotsu,普通名詞,動物-部位,,juman
緊急,きんきゅう,kinkyu,ナ形容詞,,,juman
近未来,きんみらい,kinmirai,普通名詞,時間,,juman
緊密,きんみつ,kinmitsu,ナ形容詞,,,juman
金脈,きんみゃく,kinmyaku,普通名詞,場所-自然,ビジネス,juman
近年,きんねん,kinnen,時相名詞,時間,,juman
筋肉,きんにく,kinniku,普通名詞,動物-部位,スポーツ;健康・医学,juman
昨日,きのう,kino,時相名詞,時間,,juman
茸,きのこ,kinoko,普通名詞,植物;人工物-食べ物,料理・食事,juman
気乗り,きのり,kinori,サ変名詞,抽象物,,juman
気のせい,きのせい,kinosei,普通名詞,抽象物,,juman
金箔,きんぱく,kinpaku,普通名詞,自然物,,juman
金髪,きんぱつ,kinpatsu,普通名詞,動物-部位,,juman
近辺,きんぺん,kinpen,普通名詞,場所-機能,,juman
金品,きんぴん,kinpin,普通名詞,人工物-金銭,,juman
きんぴら,きんぴら,kinpira,普通名詞,人工物-食べ物,料理・食事,juman
金粉,きんぷん,kinpun,普通名詞,自然物,,juman
近来,きんらい,kinrai,時相名詞,時間,,juman
金蘭,きんらん,kinran,普通名詞,植物;抽象物,,juman
金利,きんり,kinri,普通名詞,人工物-金銭,ビジネス;政治,juman
近隣,きんりん,kinrin,普通名詞,場所-その他,,juman
菌類,きんるい,kinrui,普通名詞,植物,,juman
禁漁区,きんりょうく,kinryoku,普通名詞,場所-その他,,juman
近作,きんさく,kinsaku,普通名詞,抽象物,文化・芸術,juman
金星,きんせい,kinsei,普通名詞,自然物,,juman
琴線,きんせん,kinsen,普通名詞,人工物-その他,文化・芸術,juman
筋線維,きんせんい,kinseni,普通名詞,動物-部位,健康・医学,juman
金銭ずく,きんせんずく,kinsenzuku,普通名詞,抽象物,,juman
近接,きんせつ,kinsetsu,サ変名詞,場所-機能,,juman
菌糸,きんし,kinshi,普通名詞,動物-部位,,juman
近親,きんしん,kinshin,普通名詞,人,家庭・暮らし,juman
均質,きんしつ,kinshitsu,ナ形容詞,,,juman
金的,きんてき,kinteki,普通名詞,人工物-その他,,juman
均等,きんとう,kinto,ナ形容詞,,,juman
絹,きぬ,kinu,普通名詞,人工物-その他,,juman
絹糸,きぬいと,kinuito,普通名詞,人工物-その他,,juman
気抜け,きぬけ,kinuke,サ変名詞,抽象物,,juman
砧,きぬた,kinuta,普通名詞,人工物-その他,,juman
金曜,きんよう,kinyo,時相名詞,時間,,juman
金曜日,きんようび,kinyobi,時相名詞,時間,,juman
金属,きんぞく,kinzoku,普通名詞,自然物,,juman
気落ち,きおち,kiochi,サ変名詞,抽象物,,juman
記憶,きおく,kioku,サ変名詞,抽象物,,manual
気後れ,きおくれ,kiokure,サ変名詞,抽象物,,juman
切符,きっぷ,kippu,普通名詞,人工物-その他,交通,juman
きらびやか,きらびやか,kirabiyaka,ナ形容詞,,,juman
機雷,きらい,kirai,普通名詞,人工物-その他,政治,juman
気楽,きらく,kiraku,ナ形容詞,,,juman
きらめく,きらめく,kirameku,動詞,,,juman
切らす,きらす,kirasu,動詞,,,juman
嫌う,きらう,kirau,動詞,,,juman
切れ味,きれあじ,kireaji,普通名詞,抽象物,,juman
切れ切れ,きれぎれ,kiregire,ナ形容詞,,,juman
切れ端,きれはし,kirehashi,普通名詞,人工物-その他,,juman
綺麗,きれい,kirei,ナ形容詞,,,juman
切れ字,きれじ,kireji,普通名詞,抽象物,文化・芸術,juman
切れ目,きれめ,kireme,普通名詞,場所-その他,,juman
切れ者,きれもの,kiremono,普通名詞,人,,juman
切れる,きれる,kireru,動詞,,,juman
桐,きり,kiri,普通名詞,植物,,juman
切り干し,きりぼし,kiriboshi,普通名詞,人工物-食べ物,料理・食事,juman
切り通し,きりどおし,kiridoshi,普通名詞,場所-施設,交通,juman
切り絵,きりえ,kirie,普通名詞,人工物-その他;抽象物,文化・芸術,juman
切り札,きりふだ,kirifuda,普通名詞,人工物-その他;抽象物,,juman
霧吹き,きりふき,kirifuki,普通名詞,人工物-その他;抽象物,家庭・暮らし,juman
きりぎりす,きりぎりす,kirigirisu,普通名詞,動物,,juman
切り株,きりかぶ,kirikabu,普通名詞,植物-部位,,juman
切り口上,きりこうじょう,kirikojo,普通名詞,抽象物,,juman
切り口,きりくち,kirikuchi,普通名詞,抽象物,,juman
切り身,きりみ,kirimi,普通名詞,人工物-食べ物,料理・食事,juman
錐揉み,きりもみ,kirimomi,サ変名詞,抽象物,,juman
切り盛り,きりもり,kirimori,サ変名詞,抽象物,,juman
きりん,きりん,kirin,普通名詞,動物,,juman
霧雨,きりさめ,kirisame,普通名詞,抽象物,,manual
切り売り,きりうり,kiriuri,サ変名詞,抽象物,,juman
岐路,きろ,kiro,普通名詞,場所-その他,,juman
記録,きろく,kiroku,サ変名詞,抽象物,,manual
切る,きる,kiru,動詞,,,juman
気力,きりょく,kiryoku,普通名詞,抽象物,,manual
希硫酸,きりゅうさん,kiryusan,普通名詞,人工物-その他,科学・技術,juman
后,きさき,kisaki,普通名詞,人,政治,juman
気さく,きさく,kisaku,ナ形容詞,,,juman
如月,きさらぎ,kisaragi,時相名詞,時間,,juman
棋聖,きせい,kisei,普通名詞,人,レクリエーション;スポーツ,juman
軌跡,きせき,kiseki,普通名詞,形・模様,,juman
汽船,きせん,kisen,普通名詞,人工物-乗り物,交通,juman
着せる,きせる,kiseru,動詞,,家庭・暮らし,juman
季節,きせつ,kisetsu,普通名詞,時間,,juman
汽車,きしゃ,kisha,普通名詞,人工物-乗り物,交通,juman
岸,きし,kishi,普通名詞,場所-自然,,juman
岸辺,きしべ,kishibe,普通名詞,場所-自然,,juman
軋む,きしむ,kishimu,動詞,,,juman
記章,きしょう,kisho,普通名詞,人工物-その他,,juman
旗手,きしゅ,kishu,普通名詞,人,,juman
寄宿舎,きしゅくしゃ,kishukusha,普通名詞,場所-施設,教育・学習,juman
起草,きそう,kiso,サ変名詞,抽象物,文化・芸術;メディア;政治,juman
規則,きそく,kisoku,普通名詞,抽象物,,manual
競う,きそう,kisou,動詞,,,juman
喫茶,きっさ,kissa,普通名詞,抽象物,料理・食事,juman
生っ粋,きっすい,kissui,普通名詞,抽象物,,juman
鱚,きす,kisu,普通名詞,動物;人工物-食べ物,料理・食事,juman
北,きた,kita,普通名詞,場所-機能,,juman
鍛える,きたえる,kitaeru,動詞,,スポーツ;健康・医学,juman
北口,きたぐち,kitaguchi,普通名詞,場所-その他,交通,juman
北国,きたぐに,kitaguni,普通名詞,場所-その他,,juman
気体,きたい,kitai,普通名詞,自然物,,juman
北風,きたかぜ,kitakaze,普通名詞,抽象物,,manual
帰宅,きたく,kitaku,サ変名詞,抽象物,家庭・暮らし,juman
奇譚,きたん,kitan,普通名詞,抽象物,文化・芸術,juman
汚い,きたない,kitanai,イ形容詞,,,juman
来す,きたす,kitasu,動詞,,,juman
汽笛,きてき,kiteki,普通名詞,人工物-その他,交通,juman
基点,きてん,kiten,普通名詞,場所-機能,,juman
気筒,きとう,kito,普通名詞,人工物-その他,科学・技術,juman
喫煙,きつえん,kitsuen,サ変名詞,抽象物,料理・食事,juman
きつい,きつい,kitsui,イ形容詞,,,juman
着付,きつけ,kitsuke,普通名詞,抽象物,家庭・暮らし,juman
狐,きつね,kitsune,普通名詞,動物,,juman
啄木鳥,きつつき,kitsutsuki,普通名詞,動物,,juman
切手,きって,kitte,普通名詞,人工物-金銭,,juman
際どい,きわどい,kiwadoi,イ形容詞,,,juman
木枠,きわく,kiwaku,普通名詞,人工物-その他,,juman
極まりない,きわまりない,kiwamarinai,イ形容詞,,,juman
窮まる,きわまる,kiwamaru,動詞,,,juman
極める,きわめる,kiwameru,動詞,,,juman
極み,きわみ,kiwami,普通名詞,抽象物,,juman
既約,きやく,kiyaku,普通名詞,抽象物,教育・学習,juman
気休め,きやすめ,kiyasume,普通名詞,抽象物,,juman
紀要,きよう,kiyo,普通名詞,人工物-その他,科学・技術,juman
清い,きよい,kiyoi,イ形容詞,,,juman
清らか,きよらか,kiyoraka,ナ形容詞,,,juman
気弱,きよわ,kiyowa,ナ形容詞,,,juman
きざ,きざ,kiza,ナ形容詞,,,juman
器材,きざい,kizai,普通名詞,人工物-その他,,juman
刻む,きざむ,kizamu,動詞,,,juman
兆す,きざす,kizasu,動詞,,,juman
貴族,きぞく,kizoku,普通名詞,人,,juman
貴族院,きぞくいん,kizokuin,普通名詞,組織・団体;場所-施設,政治,juman
傷痕,きずあと,kizuato,普通名詞,人工物-その他,健康・医学,juman
木槌,きづち,kizuchi,普通名詞,人工物-その他,家庭・暮らし,juman
気疲れ,きづかれ,kizukare,サ変名詞,抽象物,家庭・暮らし,juman
築く,きずく,kizuku,動詞,,,juman
気詰まり,きづまり,kizumari,ナ形容詞,,,juman
絆,きずな,kizuna,普通名詞,抽象物,,manual
公安,こうあん,koan,普通名詞,組織・団体,政治,juman
紅梅,こうばい,kobai,普通名詞,植物,,juman
公倍数,こうばいすう,kobaisu,普通名詞,抽象物,教育・学習,juman
拒む,こばむ,kobamu,動詞,,,juman
鋼板,こうばん,koban,普通名詞,人工物-その他,科学・技術,juman
子離れ,こばなれ,kobanare,サ変名詞,抽象物,家庭・暮らし,juman
小咄,こばなし,kobanashi,普通名詞,抽象物,文化・芸術,juman
香ばしい,こうばしい,kobashii,イ形容詞,,,juman
小走り,こばしり,kobashiri,普通名詞,抽象物,,juman
小旗,こばた,kobata,普通名詞,人工物-その他,,juman
こうべ,こうべ,kobe,普通名詞,動物-部位,,juman
戸別,こべつ,kobetsu,普通名詞,抽象物,家庭・暮らし,juman
古美術,こびじゅつ,kobijutsu,普通名詞,抽象物,文化・芸術,juman
こびり付く,こびりつく,kobiritsuku,動詞,,,juman
こびる,こびる,kobiru,動詞,,,juman
酵母,こうぼ,kobo,普通名詞,動物,料理・食事,juman
高木,こうぼく,koboku,普通名詞,植物,,juman
毀れる,こぼれる,koboreru,動詞,,,juman
零す,こぼす,kobosu,動詞,,,juman
子分,こぶん,kobun,普通名詞,人,,juman
小舟,こぶね,kobune,普通名詞,人工物-乗り物,交通,juman
公文書,こうぶんしょ,kobunsho,普通名詞,人工物-その他,政治,juman
小振り,こぶり,koburi,ナ形容詞,,,juman
拳,こぶし,kobushi,普通名詞,形・模様,,juman
好物,こうぶつ,kobutsu,普通名詞,人工物-食べ物,料理・食事,juman
紅茶,こうちゃ,kocha,普通名詞,人工物-食べ物,料理・食事,juman
降着,こうちゃく,kochaku,サ変名詞,抽象物,レクリエーション;交通,juman
耕地,こうち,kochi,普通名詞,場所-その他,,juman
こちこち,こちこち,kochikochi,ナ形容詞,,,juman
こちら,こちら,kochira,普通名詞,場所-機能,,juman
校長,こうちょう,kocho,普通名詞,人,教育・学習,juman
好打,こうだ,koda,サ変名詞,抽象物,スポーツ,juman
木立,こだち,kodachi,普通名詞,植物,,juman
古代,こだい,kodai,時相名詞,時間,,juman
子宝,こだから,kodakara,普通名詞,抽象物,家庭・暮らし,juman
木霊,こだま,kodama,サ変名詞,抽象物,,manual
公団,こうだん,kodan,普通名詞,組織・団体;場所-施設,政治,juman
小出し,こだし,kodashi,サ変名詞,抽象物,,juman
拘る,こだわる,kodawaru,動詞,,,juman
香典,こうでん,koden,普通名詞,人工物-金銭,文化・芸術;家庭・暮らし,juman
公道,こうどう,kodo,普通名詞,場所-施設,交通,juman
小道具,こどうぐ,kodogu,普通名詞,人工物-その他,文化・芸術;家庭・暮らし,juman
孤独,こどく,kodoku,ナ形容詞,,,juman
子供,こども,kodomo,普通名詞,人,,juman
小躍り,こおどり,kodori,サ変名詞,抽象物,,juman
肥,こえ,koe,普通名詞,人工物-その他,,juman
小枝,こえだ,koeda,普通名詞,植物-部位,,juman
後衛,こうえい,koei,普通名詞,人,スポーツ;政治,juman
